date,average_demand_mw,peak_demand_mw,minimum_demand_mw,total_energy_gwh,hour_of_day,load_factor
2022-05-06,13487.208333333334,14808,11888,323.693,20,0.9108055330452008
2022-05-07,12351.625,14177,11207,296.439,20,0.8712439162022995
2022-05-08,12336.333333333334,14222,11338,296.072,19,0.8674119908123565
2022-05-09,13509.541666666666,15228,11342,324.229,19,0.8871514096839156
2022-05-10,13693.625,15459,11485,328.647,19,0.8858027686137525
2022-05-11,14161.583333333334,16364,11676,339.878,18,0.8654108612401207
2022-05-12,14550.666666666666,17078,12059,349.216,17,0.8520123355584182
2022-05-13,14835.291666666666,17700,11239,356.047,16,0.8381520715630885
2022-05-14,14945.25,17663,12137,358.686,17,0.8461331597123931
2022-05-15,15021.833333333334,18462,12120,360.524,17,0.8136622973314557
2022-05-16,14678.125,16042,12511,352.275,16,0.9149809874080539
2022-05-17,13803.333333333334,15778,11466,331.28,20,0.8748468331431952
2022-05-18,13940.583333333334,15522,11745,334.574,19,0.898117725379032
2022-05-19,14398.083333333334,16073,11956,345.554,19,0.8957931520769822
2022-05-20,14210.166666666666,16207,11742,341.044,20,0.8767919211863187
2022-05-21,13606.291666666666,16303,12003,326.551,10,0.834588214847983
2022-05-22,12119.708333333334,13304,10485,290.873,11,0.9109822860292645
2022-05-23,12124.25,14035,10666,290.982,19,0.8638582116138226
2022-05-24,13607.125,15317,11359,326.571,19,0.8883675001632173
2022-05-25,13758.0,15578,11481,330.192,19,0.8831685710617537
2022-05-26,14822.833333333334,17080,11711,355.748,16,0.8678473848555817
2022-05-27,14920.291666666666,16771,12301,358.087,16,0.889648301631785
2022-05-28,13481.583333333334,15518,11528,323.558,17,0.8687706749151524
2022-05-29,13834.75,16798,11337,332.034,18,0.8235950708417669
2022-05-30,16429.416666666668,20335,11887,394.306,16,0.8079378739447587
2022-05-31,17869.75,21292,13224,428.874,17,0.8392706180725155
2022-06-01,16569.458333333332,18513,13465,397.667,15,0.8950174652046309
2022-06-02,14549.958333333334,16164,12057,349.199,19,0.9001459003546978
2022-06-03,14254.75,15815,11942,342.114,16,0.901343661081252
2022-06-04,12692.083333333334,14249,11121,304.61,18,0.8907350223407491
2022-06-05,12788.041666666666,14752,10627,306.913,17,0.8668683342371656
2022-06-06,14392.5,16685,11244,345.42,16,0.8626011387473779
2022-06-07,14577.041666666666,16139,11791,349.849,16,0.9032183943656154
2022-06-08,14358.5,16612,11791,344.604,16,0.8643450517698049
2022-06-09,14184.375,15924,11755,340.425,18,0.8907545214770158
2022-06-10,14052.708333333334,16043,11543,337.265,18,0.875940181595296
2022-06-11,13327.458333333334,15235,11175,319.859,17,0.87479214527951
2022-06-12,13640.458333333334,16060,10983,327.371,16,0.8493436073059362
2022-06-13,14625.833333333334,17127,11524,351.02,18,0.853963527373932
2022-06-14,15695.708333333334,19134,12159,376.697,17,0.8203046061112853
2022-06-15,16488.541666666668,19919,12366,395.725,18,0.8277795906755695
2022-06-16,18041.375,21500,13163,432.993,16,0.8391337209302325
2022-06-17,15823.958333333334,18052,12594,379.775,15,0.8765764642883522
2022-06-18,12461.041666666666,14262,11086,299.065,18,0.8737232973402514
2022-06-19,12647.375,14973,10726,303.537,20,0.8446787550924998
2022-06-20,14688.916666666666,17046,11469,352.534,18,0.8617222026672924
2022-06-21,17214.625,21204,12098,413.151,16,0.8118574325598944
2022-06-22,18828.875,21954,14266,451.893,16,0.8576512252892411
2022-06-23,17195.958333333332,20636,13314,412.703,18,0.8332990082057246
2022-06-24,17035.166666666668,20715,12925,408.844,18,0.8223589991149731
2022-06-25,17070.041666666668,20655,12954,409.681,16,0.8264362946824821
2022-06-26,16768.625,20601,12915,402.447,17,0.8139714091548954
2022-06-27,15299.208333333334,17120,13182,367.181,16,0.8936453465732087
2022-06-28,14917.666666666666,18009,11952,358.024,18,0.8283450867159012
2022-06-29,15273.208333333334,17484,12222,366.557,18,0.8735534393350111
2022-06-30,15947.291666666666,19353,12280,382.735,17,0.8240216848378373
2022-07-01,15385.791666666666,17956,12467,369.259,16,0.8568607522091037
2022-07-02,14689.291666666666,17681,11627,352.543,17,0.8307952981543276
2022-07-03,14398.583333333334,18057,11449,345.566,18,0.7973962083033358
2022-07-04,16005.416666666666,18896,12152,384.13,16,0.8470267075924357
2022-07-05,16362.916666666666,19299,12918,392.71,17,0.8478634471561566
2022-07-06,15846.333333333334,18217,12905,380.312,16,0.8698651442791532
2022-07-07,16131.708333333334,19476,12297,387.161,16,0.8282865235845828
2022-07-08,16234.625,18957,12708,389.631,16,0.8563920979057867
2022-07-09,14033.25,16926,11647,336.798,18,0.8290942928039702
2022-07-10,14893.0,18820,11681,357.432,17,0.7913390010626993
2022-07-11,17016.5,20695,12668,408.396,16,0.8222517516308288
2022-07-12,17617.041666666668,20216,14296,422.809,16,0.871440525656246
2022-07-13,16245.125,18215,13273,389.883,16,0.8918542410101564
2022-07-14,16209.791666666666,19398,12689,389.035,17,0.8356424201807746
2022-07-15,16323.875,19317,12794,391.773,16,0.8450522855515867
2022-07-16,16367.583333333334,19999,12832,392.822,16,0.8184200876710502
2022-07-17,16514.333333333332,19925,12628,396.344,16,0.8288247595148472
2022-07-18,17891.083333333332,21092,14192,429.386,18,0.8482402490675769
2022-07-19,18972.875,22607,13770,455.349,17,0.8392477993541824
2022-07-20,19428.833333333332,21850,15497,466.292,15,0.8891914569031273
2022-07-21,18774.375,21379,14873,450.585,16,0.8781689976144815
2022-07-22,18461.541666666668,21367,14166,443.077,17,0.8640212321180637
2022-07-23,18194.541666666668,21423,14041,436.669,16,0.8492994289626414
2022-07-24,17180.958333333332,20620,13945,412.343,17,0.8332181538958939
2022-07-25,16360.833333333334,18382,13772,392.66,18,0.89004642222464
2022-07-26,16168.916666666666,19326,12845,388.054,18,0.8366406223050122
2022-07-27,16924.416666666668,20071,13158,406.186,16,0.8432273761480079
2022-07-28,17716.458333333332,20645,13953,425.195,18,0.8581476547993864
2022-07-29,16581.666666666668,19431,13139,397.96,17,0.853361467071518
2022-07-30,15493.958333333334,18499,12625,371.855,17,0.8375565345874552
2022-07-31,15892.0,19509,12510,381.408,17,0.8145983904864421
2022-08-01,16517.75,19859,12665,396.426,16,0.8317513469963241
2022-08-02,17214.875,20561,13796,413.157,17,0.8372586450075385
2022-08-03,16990.25,20934,12672,407.766,16,0.8116102990350625
2022-08-04,18297.541666666668,20957,14234,439.141,16,0.8730992826581413
2022-08-05,18255.083333333332,21312,13988,438.122,15,0.8565635948448448
2022-08-06,18416.666666666668,21761,13918,442.0,17,0.8463152735015241
2022-08-07,19048.666666666668,21778,15144,457.168,16,0.874674748216855
2022-08-08,19167.333333333332,21560,15752,460.016,14,0.8890228818800247
2022-08-09,16500.958333333332,18368,13778,396.023,16,0.8983535677990708
2022-08-10,16836.958333333332,20463,12936,404.087,17,0.8228000944794669
2022-08-11,16262.458333333334,18748,13244,390.299,17,0.867423636298983
2022-08-12,15700.375,18581,12523,376.809,17,0.8449693235025025
2022-08-13,14767.208333333334,17352,12287,354.413,17,0.8510378246503766
2022-08-14,14927.583333333334,17828,12041,358.262,17,0.8373111584773016
2022-08-15,16471.583333333332,19995,12700,395.318,16,0.8237851129449029
2022-08-16,16940.458333333332,19956,13246,406.571,16,0.8488904757132357
2022-08-17,16891.875,19856,13090,405.405,16,0.8507189262691378
2022-08-18,17271.5,20772,13153,414.516,16,0.8314798767571732
2022-08-19,17423.0,20365,13509,418.152,17,0.8555364596120796
2022-08-20,16971.0,20546,13215,407.304,16,0.8260001946850969
2022-08-21,16347.208333333334,19165,13383,392.333,16,0.8529719975650056
2022-08-22,17200.541666666668,19893,13463,412.813,16,0.864652976758994
2022-08-23,17563.166666666668,21075,13527,421.516,16,0.8333649663898774
2022-08-24,17750.541666666668,21368,13532,426.013,16,0.8307067421689754
2022-08-25,17223.0,20076,13857,413.352,16,0.8578900179318589
2022-08-26,16747.375,19210,13798,401.937,16,0.8718050494534096
2022-08-27,14553.708333333334,17343,12459,349.289,17,0.8391690211228354
2022-08-28,15589.041666666666,19834,11830,374.137,17,0.7859756814896978
2022-08-29,18610.083333333332,21871,13569,446.642,16,0.8509022602228217
2022-08-30,17497.875,19787,14580,419.949,16,0.8843116692778087
2022-08-31,16054.916666666666,18728,12874,385.318,17,0.8572680834401253
2022-09-01,15568.583333333334,18504,12824,373.646,17,0.8413631286928953
2022-09-02,16586.041666666668,20188,12862,398.065,16,0.8215792384915132
2022-09-03,16741.083333333332,20350,12997,401.786,16,0.8226576576576576
2022-09-04,14484.458333333334,15360,12933,347.627,11,0.9429985894097223
2022-09-05,13895.708333333334,16155,11811,333.497,19,0.860149076653255
2022-09-06,15445.375,18321,11925,370.689,16,0.8430421374379128
2022-09-07,15852.0,18941,12506,380.448,16,0.8369146296394065
2022-09-08,16307.416666666666,19731,12815,391.378,16,0.8264870846214923
2022-09-09,16450.916666666668,19921,12829,394.822,16,0.8258077740407945
2022-09-10,16189.583333333334,19178,12979,388.55,16,0.8441747488441618
2022-09-11,15502.541666666666,18177,12787,372.061,16,0.8528658011039592
2022-09-12,16337.125,18846,13081,392.091,16,0.8668749336729279
2022-09-13,15296.916666666666,17233,12787,367.126,16,0.887652565813652
2022-09-14,15189.541666666666,17718,12195,364.549,16,0.857294371072732
2022-09-15,14346.666666666666,16474,11935,344.32,19,0.8708672251224151
2022-09-16,15019.333333333334,17150,11896,360.464,16,0.8757628765792032
2022-09-17,14402.125,16978,12073,345.651,17,0.8482815997172812
2022-09-18,15009.333333333334,17771,11960,360.224,18,0.844597002607244
2022-09-19,16000.875,18772,12511,384.021,16,0.8523798742808438
2022-09-20,15486.75,18350,12019,371.682,16,0.8439645776566758
2022-09-21,15784.916666666666,18873,12206,378.838,16,0.8363755982973913
2022-09-22,14027.0,15584,11917,336.648,19,0.9000898357289527
2022-09-23,13724.833333333334,15500,11731,329.396,19,0.88547311827957
2022-09-24,13083.333333333334,15015,11418,314.0,18,0.8713508713508714
2022-09-25,13239.375,15345,11082,317.745,18,0.862781036168133
2022-09-26,14025.25,16085,11283,336.606,18,0.8719459123406901
2022-09-27,14294.75,16330,11643,343.074,18,0.8753674219228414
2022-09-28,14247.916666666666,16184,11818,341.95,18,0.8803705305651672
2022-09-29,14058.166666666666,16083,11902,337.396,18,0.8741010176376712
2022-09-30,13989.416666666666,15790,12178,335.746,18,0.8859668566603335
2022-10-01,13192.708333333334,14826,11726,316.625,18,0.8898359863303207
2022-10-02,12780.375,15140,11164,306.729,18,0.8441463011889035
2022-10-03,14146.916666666666,16502,11693,339.526,18,0.8572849755585181
2022-10-04,14287.458333333334,16383,12004,342.899,18,0.8720904799690736
2022-10-05,14337.958333333334,16624,12065,344.111,18,0.8624854627847289
2022-10-06,14458.208333333334,16375,12181,346.997,18,0.8829440203562341
2022-10-07,14312.5,16303,11818,343.5,18,0.8779059068883027
2022-10-08,13568.625,15123,12071,325.647,18,0.8972178139258083
2022-10-09,13157.666666666666,14595,11440,315.784,18,0.9015187849720223
2022-10-10,12834.75,15166,11393,308.034,18,0.846284452063827
2022-10-11,13913.708333333334,16011,11421,333.929,18,0.8690093269210751
2022-10-12,14286.208333333334,16289,11757,342.869,18,0.8770463707614546
2022-10-13,14475.666666666666,16277,12098,347.416,18,0.8893325960967418
2022-10-14,13862.416666666666,15443,11966,332.698,18,0.897650499687021
2022-10-15,13264.791666666666,15082,11416,318.355,18,0.8795114485258365
2022-10-16,13279.833333333334,15329,11526,318.716,18,0.8663209167808295
2022-10-17,14615.916666666666,16655,11547,350.782,18,0.8775692985089563
2022-10-18,14960.875,17128,12124,359.061,18,0.8734747197571229
2022-10-19,15128.708333333334,17294,12529,363.089,17,0.8747952083574265
2022-10-20,15344.458333333334,17254,12748,368.267,18,0.8893275955334029
2022-10-21,13952.375,15642,12070,334.857,7,0.8919815241017772
2022-10-22,12617.625,14349,11217,302.823,17,0.8793382814133389
2022-10-23,12609.458333333334,15004,10820,302.627,17,0.8404064471696437
2022-10-24,13888.625,15954,11207,333.327,17,0.8705418703773349
2022-10-25,14161.791666666666,16167,11451,339.883,17,0.8759690521844911
2022-10-26,14398.416666666666,16246,11804,345.562,16,0.8862745701506012
2022-10-27,14353.125,16592,11779,344.475,18,0.8650629821600772
2022-10-28,14475.541666666666,16400,12152,347.413,18,0.8826549796747967
2022-10-29,13560.25,15323,12263,325.446,17,0.8849605168700646
2022-10-30,13511.25,16101,11857,324.27,17,0.8391559530463947
2022-10-31,14935.416666666666,16590,12303,358.45,16,0.9002662246333132
2022-11-01,14641.625,16399,12236,351.399,17,0.892836453442283
2022-11-02,14567.125,16636,12279,349.611,17,0.8756386751622987
2022-11-03,14567.708333333334,16537,12130,349.625,17,0.8809160266876298
2022-11-04,14095.25,15990,11874,338.286,17,0.8815040650406504
2022-11-05,13249.791666666666,15109,11270,317.995,17,0.8769469631786794
2022-11-06,12855.666666666666,15428,10931,308.536,17,0.8332685161178809
2022-11-07,14156.958333333334,17204,11371,339.767,17,0.822887603658064
2022-11-08,14914.5,17567,12572,357.948,17,0.8490066602151762
2022-11-09,14775.333333333334,17416,12897,354.608,17,0.8483769713673252
2022-11-10,14405.333333333334,16562,12032,345.728,17,0.8697822324195951
2022-11-11,14857.291666666666,17237,12095,356.575,17,0.8619418498965403
2022-11-12,14216.416666666666,16538,11699,341.194,17,0.8596212762526706
2022-11-13,14645.416666666666,17654,12270,351.49,17,0.8295806427249726
2022-11-14,16009.333333333334,18704,13110,384.224,17,0.8559309951525521
2022-11-15,16411.791666666668,18998,13542,393.883,17,0.8638694423974455
2022-11-16,16703.375,18817,13988,400.881,17,0.8876747090396981
2022-11-17,16429.541666666668,18807,13640,394.309,17,0.8735865192038426
2022-11-18,16544.208333333332,18752,14102,397.061,17,0.8822636696530147
2022-11-19,15946.541666666666,18221,13762,382.717,17,0.875173792144595
2022-11-20,16174.125,19441,13799,388.179,17,0.8319595185432848
2022-11-21,16805.875,19255,14341,403.341,17,0.8728057647364321
2022-11-22,16616.5,18959,14280,398.796,17,0.8764439052692653
2022-11-23,16292.041666666666,18422,14304,391.009,17,0.8843796366663047
2022-11-24,15867.0,17940,13697,380.808,17,0.8844481605351171
2022-11-25,15845.625,18245,13183,380.295,17,0.8684913674979446
2022-11-26,14349.416666666666,16345,13038,344.386,17,0.87790863668808
2022-11-27,14930.791666666666,17464,12535,358.339,17,0.8549468430294701
2022-11-28,16488.333333333332,19360,12990,395.72,17,0.8516701101928374
2022-11-29,16376.375,18413,13757,393.033,17,0.8893920056481833
2022-11-30,16434.916666666668,19145,13213,394.438,17,0.8584443283712023
2022-12-01,16687.583333333332,19273,13942,400.502,17,0.8658529203203099
2022-12-02,16337.291666666666,18227,14135,392.095,17,0.8963236773285053
2022-12-03,15431.875,17836,12806,370.365,17,0.8652094079389998
2022-12-04,15389.708333333334,18185,13511,369.353,17,0.8462858583081294
2022-12-05,16446.041666666668,19353,13495,394.705,17,0.8497928831016724
2022-12-06,16728.25,19139,13694,401.478,17,0.8740399184910392
2022-12-07,16531.291666666668,18958,13572,396.751,17,0.8719955515701375
2022-12-08,16496.916666666668,18902,13505,395.926,17,0.872760378090502
2022-12-09,16954.75,19151,14170,406.914,17,0.8853193044749621
2022-12-10,16493.125,18946,14349,395.835,17,0.8705333579647418
2022-12-11,16591.875,19064,14232,398.205,17,0.870324958036089
2022-12-12,17586.833333333332,20173,14540,422.084,17,0.8718005915497612
2022-12-13,17463.0,19868,15116,419.112,17,0.8789510771089188
2022-12-14,17253.25,19432,14593,414.078,17,0.8878782420749279
2022-12-15,17639.166666666668,19848,14525,423.34,17,0.8887125487034798
2022-12-16,17189.583333333332,19267,14539,412.55,17,0.8921774709780107
2022-12-17,16224.625,18504,14168,389.391,17,0.8768171746649374
2022-12-18,16132.875,18656,13810,387.189,17,0.8647553066037735
2022-12-19,17488.25,20326,14476,419.718,17,0.8603881727836269
2022-12-20,17451.958333333332,19840,14870,418.847,17,0.8796349966397848
2022-12-21,17304.541666666668,19777,14675,415.309,17,0.8749831454045947
2022-12-22,17122.333333333332,18960,14661,410.936,17,0.903076652601969
2022-12-23,17041.666666666668,19779,14104,409.0,17,0.8616040581761801
2022-12-24,17142.208333333332,19567,14791,411.413,17,0.8760774944208787
2022-12-25,16164.833333333334,18046,14506,387.956,17,0.8957571391628801
2022-12-26,16511.291666666668,18578,14615,396.271,17,0.8887550687192738
2022-12-27,16418.666666666668,18229,14607,394.048,17,0.9006893777314536
2022-12-28,15842.083333333334,17884,13676,380.21,17,0.8858243867889362
2022-12-29,15104.0,17227,13195,362.496,17,0.8767632205259186
2022-12-30,14740.458333333334,16748,12428,353.771,17,0.8801324536263037
2022-12-31,14788.333333333334,16996,12417,354.92,17,0.8701066917706127
2023-01-01,14466.0,16705,12625,347.184,17,0.865968272972164
2023-01-02,15187.0,17837,12603,364.488,17,0.8514324157649829
2023-01-03,16364.458333333334,18857,13423,392.747,17,0.8678187587279702
2023-01-04,16700.041666666668,19267,13945,400.801,17,0.8667691735437104
2023-01-05,16851.666666666668,19055,14129,404.44,17,0.8843698066999038
2023-01-06,16677.083333333332,18448,14212,400.25,17,0.9040049508528476
2023-01-07,16075.958333333334,18406,13912,385.823,17,0.8734085805353328
2023-01-08,16512.791666666668,19152,14379,396.307,17,0.8621967244500139
2023-01-09,16870.541666666668,19207,14174,404.893,17,0.8783538119782719
2023-01-10,17210.5,19651,14546,413.052,17,0.8758078469289095
2023-01-11,17519.25,19623,14781,420.462,17,0.8927916220761352
2023-01-12,17250.958333333332,19037,14549,414.023,17,0.9061805081332842
2023-01-13,17405.958333333332,19393,14410,417.743,17,0.8975382010691142
2023-01-14,17062.041666666668,19244,15137,409.489,17,0.8866161747384467
2023-01-15,16645.083333333332,18962,15126,399.482,18,0.8778126428295187
2023-01-16,17045.708333333332,19218,14663,409.097,17,0.8869657786103305
2023-01-17,17065.0,19275,14439,409.56,17,0.885343709468223
2023-01-18,16812.291666666668,19250,13812,403.495,17,0.873365800865801
2023-01-19,17081.791666666668,19562,13698,409.963,17,0.8732129468697816
2023-01-20,17166.791666666668,19097,14317,412.003,17,0.8989260965945787
2023-01-21,16558.041666666668,18387,14308,397.393,17,0.9005298127300085
2023-01-22,16343.416666666666,18824,13919,392.242,17,0.8682223048590452
2023-01-23,16991.75,18859,14121,407.802,17,0.9009889177580995
2023-01-24,16889.666666666668,19185,13986,405.352,17,0.880357918512727
2023-01-25,17386.458333333332,19819,14542,417.275,17,0.8772621390248414
2023-01-26,17449.458333333332,19543,14706,418.787,17,0.8928751129986866
2023-01-27,17166.166666666668,18992,14513,411.988,17,0.9038630300477395
2023-01-28,16256.708333333334,18493,14013,390.161,18,0.8790736134393194
2023-01-29,16554.333333333332,19118,14195,397.304,18,0.8659029884576489
2023-01-30,17985.791666666668,20114,14922,431.659,18,0.89419268502867
2023-01-31,18101.958333333332,20486,15481,434.447,18,0.8836258094959158
2023-02-01,17852.75,19635,15736,428.466,18,0.909230965113318
2023-02-02,17551.916666666668,19477,15107,421.246,18,0.9011611986787836
2023-02-03,19118.125,21388,16168,458.835,18,0.8938715634935478
2023-02-04,18490.375,20046,16219,443.769,10,0.9223972363563804
2023-02-05,16317.875,18458,14560,391.629,17,0.8840543395817532
2023-02-06,17200.791666666668,19462,14414,412.819,18,0.8838141849073409
2023-02-07,16866.166666666668,18734,14669,404.788,18,0.9002971424504467
2023-02-08,16315.333333333334,18393,14061,391.568,18,0.8870403595570779
2023-02-09,16804.708333333332,18759,14057,403.313,17,0.895821116974963
2023-02-10,16486.541666666668,18354,13494,395.677,18,0.8982533326068796
2023-02-11,15700.0,17736,14454,376.8,18,0.8852052322958953
2023-02-12,15049.875,17845,13776,361.197,18,0.8433664892126647
2023-02-13,15854.166666666666,18196,13814,380.5,18,0.8712995530153147
2023-02-14,15447.083333333334,17340,14001,370.73,18,0.8908352556708958
2023-02-15,15524.833333333334,17353,12990,372.596,18,0.8946483797230066
2023-02-16,16607.291666666668,19015,13527,398.575,18,0.8733784731352442
2023-02-17,17406.458333333332,19460,14731,417.755,18,0.8944737067488865
2023-02-18,16134.75,17978,14736,387.234,18,0.8974719101123596
2023-02-19,14732.625,16479,13500,353.583,18,0.8940242126342618
2023-02-20,14991.583333333334,17789,13299,359.798,18,0.8427445799838852
2023-02-21,16560.458333333332,19054,13754,397.451,18,0.8691329029775025
2023-02-22,17693.291666666668,20267,14847,424.639,18,0.8730099011529416
2023-02-23,18037.958333333332,19959,15491,432.911,18,0.9037506054077525
2023-02-24,17615.458333333332,19853,15388,422.771,18,0.8872945314729931
2023-02-25,17028.5,18759,15321,408.684,18,0.9077509462124846
2023-02-26,15715.625,18148,14066,377.175,18,0.8659700793475865
2023-02-27,17341.208333333332,19568,14536,416.189,18,0.8862023882529299
2023-02-28,17269.666666666668,18824,15115,414.472,18,0.9174281059640176
2023-03-01,16733.75,18695,14365,401.61,18,0.8950922706606045
2023-03-02,16635.458333333332,18688,14439,399.251,19,0.890167933076484
2023-03-03,16667.0,18457,14686,400.008,18,0.9030178252153654
2023-03-04,15405.041666666666,17094,14071,369.721,19,0.9011958386958386
2023-03-05,14889.75,17473,13236,357.354,19,0.8521576146053912
2023-03-06,16141.708333333334,18357,14000,387.401,18,0.8793216938134408
2023-03-07,15976.5,18335,13894,383.436,19,0.8713662394327788
2023-03-08,16011.791666666666,18240,14173,384.283,19,0.8778394554093567
2023-03-09,16146.708333333334,18150,14541,387.521,19,0.8896258034894399
2023-03-10,16810.166666666668,18811,14150,403.444,18,0.8936349299168926
2023-03-11,15557.708333333334,17529,14257,373.385,19,0.8875411223306141
2023-03-12,15866.833333333334,17614,14387,380.804,18,0.9008080693387835
2023-03-13,16823.583333333332,18441,14306,403.766,9,0.9122923558013846
2023-03-14,16699.583333333332,18446,14600,400.79,19,0.9053227438649751
2023-03-15,16147.458333333334,18273,14695,387.539,7,0.8836785603531623
2023-03-16,15766.083333333334,17076,13976,378.386,18,0.9232890216287968
2023-03-17,16095.958333333334,17894,13583,386.303,10,0.8995170634477107
2023-03-18,15452.083333333334,17205,13733,370.85,19,0.8981158577932772
2023-03-19,15283.333333333334,17057,14183,366.8,19,0.896015321178011
2023-03-20,15657.458333333334,17558,13851,375.779,6,0.8917563693662908
2023-03-21,15452.041666666666,17289,13645,370.849,19,0.893749879499489
2023-03-22,16063.041666666666,17699,13260,385.513,18,0.9075677533570634
2023-03-23,16117.708333333334,17578,13408,386.825,19,0.9169250388743505
2023-03-24,15644.333333333334,17623,13859,375.464,7,0.8877224838752388
2023-03-25,15512.666666666666,17578,13086,372.304,10,0.8825046459589638
2023-03-26,14233.875,16121,12940,341.613,19,0.8829399540971403
2023-03-27,16118.625,17699,13212,386.847,18,0.9107082321035087
2023-03-28,15459.833333333334,17292,13893,371.036,6,0.894045415991981
2023-03-29,15919.625,18139,13577,382.071,19,0.8776462318760682
2023-03-30,15955.916666666666,18020,14550,382.942,6,0.8854559748427673
2023-03-31,16348.916666666666,18129,13962,392.374,10,0.9018101752256973
2023-04-01,14481.208333333334,15969,13212,347.549,18,0.9068325088191705
2023-04-02,14400.791666666666,16440,13475,345.619,19,0.8759605636658556
2023-04-03,15357.625,16590,13190,368.583,19,0.9257157926461724
2023-04-04,15115.5,16601,13172,362.772,7,0.9105174387085115
2023-04-05,15719.625,17547,12863,377.271,14,0.8958582663703197
2023-04-06,14622.0,16075,12692,350.928,19,0.9096111975116641
2023-04-07,13700.25,15547,12826,328.806,19,0.8812150254068309
2023-04-08,13963.041666666666,15513,13116,335.113,19,0.9000864866026344
2023-04-09,13349.833333333334,14772,12560,320.396,19,0.9037255167433884
2023-04-10,13863.833333333334,15815,12277,332.732,19,0.8766255664453578
2023-04-11,13871.333333333334,15624,11842,332.912,19,0.8878221539511862
2023-04-12,13728.375,15687,11612,329.481,19,0.8751434308663224
2023-04-13,14103.833333333334,16488,11659,338.492,18,0.8553998867863497
2023-04-14,14277.375,16425,11802,342.657,18,0.8692465753424657
2023-04-15,13371.083333333334,15336,11597,320.906,17,0.8718755433837594
2023-04-16,13003.375,15314,11117,312.081,17,0.849116821209351
2023-04-17,14190.458333333334,15920,11208,340.571,19,0.8913604480737018
