date,average_demand_mw,peak_demand_mw,minimum_demand_mw,total_energy_gwh,hour_of_day,load_factor
2025-02-14,18571.375,20394,16428,445.713,18,0.9106293517701285
2025-02-15,17929.291666666668,19835,16087,430.303,18,0.9039219393328293
2025-02-16,17766.208333333332,19701,15603,426.389,18,0.9017922102092956
2025-02-17,17671.041666666668,19971,15699,424.105,18,0.8848350942199523
2025-02-18,19045.166666666668,21272,16482,457.084,18,0.895316221637207
2025-02-19,19225.375,21302,17120,461.409,18,0.902515022063656
2025-02-20,18936.333333333332,20709,16881,454.472,19,0.914401146039564
2025-02-21,18609.333333333332,20348,16685,446.624,18,0.914553436865212
2025-02-22,17400.166666666668,19220,15798,417.604,18,0.9053156434269859
2025-02-23,17121.166666666668,19291,15381,410.908,18,0.8875209510479845
2025-02-24,16998.375,18840,14786,407.961,18,0.9022492038216561
2025-02-25,16947.291666666668,18937,14509,406.735,19,0.8949301191670628
2025-02-26,16912.125,18956,14853,405.891,18,0.8921779383836252
2025-02-27,17444.083333333332,19112,15037,418.658,17,0.9127293497976837
2025-02-28,17316.458333333332,19089,15246,415.595,18,0.9071432936944488
2025-03-01,17055.291666666668,19773,14718,409.327,18,0.8625545777912642
2025-03-02,17803.583333333332,20301,16306,427.286,18,0.876980608508612
2025-03-03,17686.208333333332,19665,15982,424.469,18,0.8993749470294092
2025-03-04,17448.166666666668,19596,15081,418.756,17,0.8903942981560863
2025-03-05,16677.416666666668,18238,14479,400.258,17,0.9144323207954089
2025-03-06,17231.625,19692,14232,413.559,18,0.8750571297989032
2025-03-07,16926.291666666668,18863,15355,406.231,18,0.897327660852816
2025-03-08,16141.625,18235,14981,387.399,18,0.8852001645187826
2025-03-09,15455.125,17161,14472,370.923,18,0.9005958277489656
2025-03-10,15710.416666666666,17677,13813,377.05,7,0.88874903358413
2025-03-11,15518.333333333334,18023,13673,372.44,19,0.8610294253638869
2025-03-12,16762.875,18597,14827,402.309,18,0.9013752218099693
2025-03-13,16290.875,18083,14948,390.981,7,0.900894486534314
2025-03-14,15457.708333333334,16823,13969,370.985,6,0.9188437456656562
2025-03-15,14702.041666666666,16097,13234,352.849,10,0.9133404775216913
2025-03-16,14596.916666666666,16649,12437,350.326,18,0.8767443490099505
2025-03-17,16141.375,18403,13617,387.393,19,0.8771056349508233
2025-03-18,15472.166666666666,17261,13706,371.332,6,0.8963656026108955
2025-03-19,14930.541666666666,16660,13098,358.333,19,0.8961909763905562
2025-03-20,15624.416666666666,17895,12623,374.986,18,0.8731163267206854
2025-03-21,15502.458333333334,17477,14244,372.059,6,0.8870205603555149
2025-03-22,15556.458333333334,17538,13303,373.355,19,0.8870143878055271
2025-03-23,15589.208333333334,17747,14412,374.141,18,0.8784137225070905
2025-03-24,16677.291666666668,18184,14278,400.255,19,0.9171409847484969
2025-03-25,16669.416666666668,18578,14268,400.066,18,0.8972664800660279
2025-03-26,16471.0,18517,14539,395.304,19,0.8895069395690447
2025-03-27,15884.125,17902,14590,381.219,6,0.8872821472461178
2025-03-28,16518.75,18022,14247,396.45,18,0.9165880590389524
2025-03-29,16193.625,17791,14099,388.647,18,0.9102144342645158
2025-03-30,15280.75,16521,13626,366.738,16,0.9249288783971914
2025-03-31,15558.583333333334,17511,12761,373.406,19,0.8885034168998535
2025-04-01,15656.708333333334,17846,14012,375.761,19,0.8773231162912324
2025-04-02,16920.708333333332,19492,14014,406.097,16,0.8680847698200971
2025-04-03,15444.541666666666,16951,14195,370.669,19,0.9111286453109944
2025-04-04,15011.25,16611,13626,360.27,19,0.9036933357413762
2025-04-05,15080.083333333334,16775,12739,361.922,10,0.8989617486338798
2025-04-06,14526.583333333334,16931,12881,348.638,19,0.8579873210875515
2025-04-07,15603.5,17634,13626,374.484,19,0.8848531246455711
2025-04-08,16408.125,18478,14095,393.795,19,0.8879816538586427
2025-04-09,16212.958333333334,17827,14843,389.111,6,0.909460836558778
2025-04-10,16425.25,18157,14221,394.206,19,0.9046235611609847
2025-04-11,16223.5,17622,14367,389.364,7,0.9206389740097606
2025-04-12,14850.125,16031,13698,356.403,8,0.9263380325619113
2025-04-13,14013.875,16034,13193,336.333,19,0.8740099164275914
2025-04-14,14794.958333333334,16376,12642,355.079,19,0.9034537331053575
2025-04-15,15260.208333333334,17432,12736,366.245,19,0.8754135115496405
2025-04-16,15903.625,17651,13810,381.687,19,0.9010041923970313
2025-04-17,15078.041666666666,17008,13661,361.873,6,0.8865264385387268
2025-04-18,13972.958333333334,15372,12579,335.351,11,0.908987661549137
2025-04-19,13720.083333333334,14845,11758,329.282,10,0.9242225216122152
2025-04-20,13269.291666666666,14842,12228,318.463,19,0.8940366302834298
2025-04-21,14784.916666666666,16250,12230,354.838,19,0.9098410256410256
2025-04-22,14631.333333333334,16409,12576,351.152,19,0.8916651431125195
2025-04-23,14574.958333333334,16385,12831,349.799,19,0.8895305665751195
2025-04-24,14744.416666666666,16312,12468,353.866,19,0.9038999918260585
2025-04-25,14579.208333333334,16237,12451,349.901,19,0.8979003715793148
2025-04-26,14099.333333333334,15742,12024,338.384,19,0.8956507008851057
2025-04-27,13372.458333333334,15295,12347,320.939,19,0.8743026043369293
2025-04-28,14286.75,15860,12540,342.882,19,0.9008039092055485
2025-04-29,14434.708333333334,16481,11772,346.433,16,0.8758393503630444
2025-04-30,14571.583333333334,16264,12550,349.718,19,0.8959409329398262
2025-05-01,14857.608695652174,16291,12249,341.725,15,0.9120133015562073
2025-05-02,14518.833333333334,15670,12522,348.452,20,0.9265369070410552
2025-05-03,13836.041666666666,15138,12156,332.065,19,0.913994032677148
2025-05-04,13347.458333333334,15502,11782,320.339,19,0.8610152453446868
2025-05-05,14501.0,16084,12003,348.024,19,0.9015792091519522
2025-05-06,14672.708333333334,16262,12402,352.145,19,0.9022696060345181
2025-05-07,14596.0,16311,12273,350.304,19,0.8948562319906811
2025-05-08,14565.291666666666,16107,12339,349.567,19,0.9042833343680801
2025-05-09,14418.125,15901,13041,346.035,19,0.9067432865857493
2025-05-10,13366.708333333334,14623,12366,320.801,20,0.9140879664455539
2025-05-11,13061.833333333334,15090,11699,313.484,20,0.8655953169869671
2025-05-12,14644.0,16866,12026,351.456,18,0.8682556622791414
2025-05-13,14836.708333333334,16839,12311,356.081,19,0.881092008630758
2025-05-14,15102.375,16902,12580,362.457,16,0.8935259140930067
2025-05-15,15478.166666666666,17674,12679,371.476,18,0.8757591188563237
2025-05-16,15779.333333333334,18153,12896,378.704,18,0.86924108044584
2025-05-17,14069.625,15272,12423,337.671,16,0.9212693163960188
2025-05-18,13391.666666666666,14717,11635,321.4,18,0.9099454145998958
2025-05-19,13171.916666666666,15267,11839,316.126,20,0.8627704635269972
2025-05-20,14161.75,15707,11900,339.882,20,0.9016202966830076
2025-05-21,14887.708333333334,16768,12062,357.305,19,0.8878642851463104
2025-05-22,15236.166666666666,16630,12682,365.668,19,0.9161856083383443
2025-05-23,14917.333333333334,16188,12849,358.016,19,0.9215056420393708
2025-05-24,13935.791666666666,14980,12593,334.459,18,0.9302931686693369
2025-05-25,13531.666666666666,15234,12131,324.76,20,0.8882543433547766
2025-05-26,14521.583333333334,16252,12368,348.518,19,0.8935259250143572
2025-05-27,14592.75,16398,12287,350.226,19,0.8899103549213319
2025-05-28,14707.666666666666,16660,12001,352.984,19,0.8828131252501
2025-05-29,14893.708333333334,16301,12647,357.449,19,0.9136683843526983
2025-05-30,14641.708333333334,16455,12134,351.401,16,0.8898029980755596
2025-05-31,13264.125,14462,11600,318.339,19,0.9171708615682478
2025-06-01,13094.916666666666,15134,11536,314.278,20,0.8652647460464297
2025-06-02,14210.75,16226,12029,341.058,18,0.875801183286084
2025-06-03,14773.041666666666,17267,11768,354.553,17,0.8555650470068145
2025-06-04,16381.666666666666,19910,12238,393.16,16,0.8227858697471957
2025-06-05,15841.25,17465,13334,380.19,17,0.9070283423990839
2025-06-06,15527.791666666666,17743,12466,372.667,16,0.8751502940126622
2025-06-07,14613.25,17240,12155,350.718,17,0.8476363109048723
2025-06-08,14002.708333333334,16628,11568,336.065,17,0.8421162096062866
2025-06-09,15433.625,17572,12285,370.407,17,0.8783078192579103
2025-06-10,15061.333333333334,16939,12635,361.472,18,0.8891512682763643
2025-06-11,15690.833333333334,18869,12300,376.58,18,0.8315667673609272
2025-06-12,15549.791666666666,17934,13060,373.195,17,0.8670565220623768
2025-06-13,14858.291666666666,16495,12652,356.599,16,0.9007754875214711
2025-06-14,14045.333333333334,16122,12226,337.088,18,0.8711905057271637
2025-06-15,14430.291666666666,17214,11939,346.327,18,0.8382881181983657
2025-06-16,16575.0,20065,12652,397.8,17,0.8260652878146025
2025-06-17,17433.625,20833,13466,418.407,17,0.8368273892382279
2025-06-18,18240.833333333332,20528,14432,437.78,12,0.888583073525591
2025-06-19,16674.625,18365,14072,400.191,12,0.9079567111353117
2025-06-20,16187.416666666666,18764,12859,388.498,17,0.8626847509415192
2025-06-21,16169.875,18777,12870,388.077,18,0.8611532726207595
2025-06-22,19292.708333333332,23045,14219,463.025,18,0.8371754538222318
2025-06-23,21623.375,24712,16544,518.961,18,0.8750151748138556
2025-06-24,21924.958333333332,24862,17391,526.199,18,0.8818662349502587
2025-06-25,20020.5,22693,16722,480.492,16,0.8822324064689552
2025-06-26,16754.541666666668,18060,14329,402.109,11,0.9277154854189739
2025-06-27,16949.416666666668,20251,13146,406.786,17,0.836966898753971
2025-06-28,16824.708333333332,18966,14253,403.793,17,0.8870984041618334
2025-06-29,16195.916666666666,20352,12582,388.702,18,0.7957899305555556
2025-06-30,17128.666666666668,19565,13264,411.088,12,0.8754749126842151
2025-07-01,17889.791666666668,21018,14156,429.355,17,0.8511652710375235
2025-07-02,18406.416666666668,21901,13770,441.754,16,0.8404372707486721
2025-07-03,17490.75,20291,14230,419.778,17,0.8619954659701345
2025-07-04,16763.916666666668,20495,13131,402.334,17,0.8179515328942019
2025-07-05,17984.708333333332,22019,13225,431.633,17,0.8167813403575699
2025-07-06,19425.333333333332,22740,14680,466.208,18,0.8542362943418352
2025-07-07,19605.208333333332,21832,16641,470.525,14,0.8980033131794307
2025-07-08,18145.041666666668,21263,14642,435.481,18,0.8533622568154384
2025-07-09,18195.333333333332,21727,14302,436.688,16,0.8374526319019345
2025-07-10,19043.291666666668,22884,14316,457.039,16,0.8321662151139079
2025-07-11,19432.833333333332,22481,14884,466.388,17,0.8644114289103391
2025-07-12,19643.958333333332,22837,15213,471.455,17,0.8601812117762111
2025-07-13,19490.333333333332,22918,15793,467.768,17,0.8504377927102422
2025-07-14,19510.625,22914,15149,468.255,16,0.851471807628524
2025-07-15,19872.25,23261,14941,476.934,16,0.8543162374790422
2025-07-16,20439.208333333332,23611,15292,490.541,14,0.8656646619513503
2025-07-17,18966.083333333332,21217,14829,455.186,13,0.8939097578985404
2025-07-18,16232.166666666666,19204,13137,389.572,18,0.8452492536277164
2025-07-19,16088.0,19450,12729,386.112,16,0.827146529562982
2025-07-20,16946.208333333332,20177,13764,406.709,17,0.8398775007847218
2025-07-21,16404.208333333332,19582,13253,393.701,17,0.8377187382970754
2025-07-22,16571.416666666668,19907,12905,397.714,17,0.8324416871787144
2025-07-23,17731.291666666668,22095,13338,425.551,17,0.8025024515350382
2025-07-24,19939.75,24528,14005,478.554,18,0.8129382746249184
2025-07-25,20082.583333333332,23055,16410,481.982,16,0.8710727969348658
2025-07-26,18632.541666666668,21911,14548,447.181,14,0.8503738609222157
2025-07-27,19553.75,23347,15323,469.29,17,0.8375273054353879
2025-07-28,20808.541666666668,24211,15706,499.405,15,0.8594664271061364
2025-07-29,20724.291666666668,23607,16639,497.383,17,0.8778875615989609
2025-07-30,19739.333333333332,23048,15913,473.744,14,0.8564445215781556
2025-07-31,16829.25,19080,14278,403.902,16,0.8820361635220125
2025-08-01,16165.083333333334,18689,13216,387.962,18,0.8649517541512833
2025-08-02,15549.625,18854,12660,373.191,17,0.8247387822212793
2025-08-03,16140.25,19854,12602,387.366,17,0.8129470131963332
2025-08-04,16905.083333333332,20900,13121,405.722,16,0.8088556618819777
2025-08-05,18426.708333333332,22514,13812,442.241,17,0.8184555535814751
2025-08-06,18719.875,22638,14453,449.277,16,0.8269226521777542
2025-08-07,19038.041666666668,22703,14771,456.913,16,0.8385694254797458
2025-08-08,19273.708333333332,22643,14756,462.569,15,0.8511994140941277
2025-08-09,19473.708333333332,23248,14810,467.369,17,0.8376509090387703
2025-08-10,20027.583333333332,24063,15092,480.662,17,0.8322978570142265
2025-08-11,21275.125,24789,16089,510.603,17,0.8582486183387793
2025-08-12,21274.75,24006,17087,510.594,12,0.8862263600766475
2025-08-13,20333.291666666668,23843,16681,487.999,16,0.8527992143046876
2025-08-14,19179.625,22949,14950,460.311,17,0.835749923743954
2025-08-15,19167.583333333332,23257,14654,460.022,16,0.824164050966734
2025-08-16,18977.958333333332,23079,14550,455.471,17,0.8223041870676083
2025-08-17,17224.083333333332,19103,14430,413.378,17,0.901642848418224
2025-08-18,16009.875,18932,12834,384.237,16,0.8456515423621381
2025-08-19,16349.416666666666,18418,13283,392.386,16,0.8876868642994172
2025-08-20,16477.375,18222,13876,395.457,19,0.9042572165514213
2025-08-21,16620.208333333332,19597,13371,398.885,17,0.8480996240921229
2025-08-22,17388.333333333332,20922,13681,417.32,16,0.8311028263709651
2025-08-23,16345.125,18466,13382,392.283,16,0.8851470269684826
2025-08-24,15735.083333333334,18610,12931,377.642,17,0.8455176428443489
2025-08-25,15607.125,17804,12929,374.571,17,0.876607784767468
2025-08-26,15129.208333333334,17083,12717,363.101,19,0.8856294756970868
2025-08-27,15105.166666666666,17396,12512,362.524,17,0.8683126389208247
2025-08-28,15384.916666666666,17028,12601,369.238,19,0.9035069689139457
2025-08-29,14757.083333333334,16330,12751,354.17,19,0.9036793223106757
2025-08-30,13927.916666666666,15809,12170,334.27,17,0.8810118708752398
2025-08-31,14020.875,16710,12133,336.501,17,0.8390709156193896
2025-09-01,14674.041666666666,17923,12202,352.177,17,0.8187268686417825
2025-09-02,16327.708333333334,19302,12627,391.865,16,0.8459075916139951
2025-09-03,16513.625,19695,13188,396.327,17,0.8384678852500634
2025-09-04,15796.458333333334,17509,13533,379.115,16,0.9021907780760371
2025-09-05,15089.458333333334,17010,12661,362.147,19,0.8870933764452283
2025-09-06,14197.625,15799,12477,340.743,19,0.8986407367554908
2025-09-07,13949.916666666666,16281,12227,334.798,19,0.856821857789243
2025-09-08,14919.916666666666,17145,12254,358.078,19,0.8702196947603772
2025-09-09,15005.208333333334,17281,12548,360.125,17,0.8683067145034046
2025-09-10,15614.875,18051,12662,374.757,17,0.8650421029305856
2025-09-11,15858.375,18484,12895,380.601,17,0.857951471542956
2025-09-12,15736.958333333334,17999,13195,377.687,16,0.8743240365205475
2025-09-13,15090.75,17185,12827,362.178,17,0.8781350014547571
2025-09-14,15268.541666666666,18520,12480,366.445,17,0.8244352951763858
2025-09-15,16128.208333333334,19467,12865,387.077,17,0.8284896662728378
2025-09-16,16145.166666666666,19530,12943,387.484,16,0.8266854412015702
2025-09-17,16316.875,19544,13031,391.605,17,0.8348789909946787
2025-09-18,16660.666666666668,19931,13241,399.856,16,0.8359172478383758
2025-09-19,15658.833333333334,17872,13280,375.812,16,0.8761656968069234
2025-09-20,14065.416666666666,16056,12455,337.57,17,0.8760224630460056
2025-09-21,14773.791666666666,17860,12020,354.571,16,0.8271999813363194
2025-09-22,16702.875,19464,13044,400.869,16,0.858141954377312
2025-09-23,16890.375,19379,13548,405.369,16,0.8715813509469013
2025-09-24,16464.041666666668,18417,13511,395.137,18,0.8939589328699934
2025-09-25,16305.375,18181,13419,391.329,18,0.8968359826192178
2025-09-26,16024.375,18302,13185,384.585,16,0.8755532182275161
2025-09-27,15288.291666666666,17844,12844,366.919,17,0.8567749196742135
2025-09-28,14842.541666666666,17861,12469,356.221,17,0.8310028367206016
2025-09-29,15700.75,18999,12504,376.818,16,0.8263987578293595
2025-09-30,15377.041666666666,18155,12723,369.049,16,0.8469865968970899
2025-10-01,14667.458333333334,16697,12412,352.019,18,0.8784487233235512
2025-10-02,14818.333333333334,16997,12406,355.64,17,0.8718205173461984
2025-10-03,15239.208333333334,17882,12638,365.741,17,0.8522093911941245
2025-10-04,15212.791666666666,18555,12599,365.107,16,0.8198755950776969
2025-10-05,15581.375,19380,12472,373.953,16,0.8039925180598555
2025-10-06,16739.833333333332,20335,13113,401.756,16,0.8232030161462175
2025-10-07,16372.041666666666,18041,13687,392.929,12,0.9074908079744286
2025-10-08,14708.125,16633,12761,352.995,18,0.8842737329405399
2025-10-09,14834.083333333334,16906,12658,356.018,18,0.8774448913600694
2025-10-10,14829.833333333334,16696,13141,355.916,18,0.8882267209710909
2025-10-11,14262.958333333334,15623,12496,342.311,17,0.9129461904457105
2025-10-12,13652.458333333334,15047,12219,327.659,18,0.9073209499124965
2025-10-13,13709.666666666666,15734,11809,329.032,18,0.8713401974492606
2025-10-14,14893.333333333334,17024,12535,357.44,18,0.87484335839599
2025-10-15,14881.791666666666,16660,12807,357.163,18,0.8932648059223689
2025-10-16,14849.291666666666,16981,13035,356.383,18,0.8744650884321693
2025-10-17,15466.041666666666,16890,13408,371.185,16,0.9156922241957766
2025-10-18,14261.791666666666,15793,12737,342.283,16,0.9030451254775322
2025-10-19,14190.708333333334,16354,12088,340.577,15,0.8677209449268273
2025-10-20,14977.416666666666,17007,12302,359.458,18,0.8806618843221419
2025-10-21,15190.166666666666,16889,12843,364.564,18,0.8994118459746975
2025-10-22,15353.666666666666,17057,12901,368.488,18,0.90013875046413
2025-10-23,15512.041666666666,17191,13108,372.289,18,0.9023350396525314
2025-10-24,15592.916666666666,17058,13528,374.23,17,0.9141116582639621
2025-10-25,14844.125,16441,13383,356.259,17,0.9028723921902561
2025-10-26,14561.291666666666,16710,13166,349.471,18,0.8714118292439657
2025-10-27,15498.541666666666,17510,13522,371.965,18,0.8851251665714829
2025-10-28,15447.833333333334,17430,13621,370.748,18,0.8862784471218207
2025-10-29,15567.541666666666,17264,13814,373.621,18,0.9017343412109978
2025-10-30,16238.875,17854,13742,389.733,16,0.9095370785258206
2025-10-31,15866.75,17455,13739,380.802,16,0.9090088799770839
2025-11-01,15406.25,16892,13693,369.75,18,0.9120441629173573
2025-11-02,14887.541666666666,17169,13606,357.301,17,0.8671175762517715
2025-11-03,15881.875,17853,13202,381.165,17,0.8895913852013667
2025-11-04,15529.25,17755,13764,372.702,17,0.8746409462123346
2025-11-05,16209.75,17848,13628,389.034,17,0.9082110040340654
2025-11-06,16312.916666666666,18256,14154,391.51,18,0.893564672801636
2025-11-07,16570.208333333332,18464,14249,397.685,16,0.8974332936164067
2025-11-08,15639.541666666666,17722,13627,375.349,17,0.8824930406650867
2025-11-09,16653.791666666668,19056,14091,399.691,17,0.8739395291071929
2025-11-10,17671.791666666668,19731,15033,424.123,17,0.8956358860000339
2025-11-11,17460.75,19581,15230,419.058,17,0.8917190133292477
2025-11-12,17040.666666666668,18833,14939,408.976,17,0.9048301739853803
2025-11-13,16684.0,18969,14445,400.416,17,0.8795403025989773
2025-11-14,16719.708333333332,18429,14707,401.273,17,0.9072498959972507
2025-11-15,16029.041666666666,17978,13999,384.697,17,0.8915920384173248
2025-11-16,15934.625,18511,13643,382.431,17,0.8608192426125006
2025-11-17,17179.041666666668,19530,14571,412.297,17,0.8796232292200035
2025-11-18,17312.416666666668,19192,15096,415.498,17,0.9020642281506184
2025-11-19,17125.75,19199,15221,411.018,17,0.8920126048231679
2025-11-20,17201.208333333332,19150,15201,412.829,17,0.8982354221061792
2025-11-21,16789.125,18466,14660,402.939,17,0.9091912162893967
2025-11-22,16037.041666666666,18278,14367,384.889,17,0.8773958675274465
2025-11-23,15852.625,18430,13764,380.463,17,0.8601532826912642
2025-11-24,16660.083333333332,19053,14277,399.842,17,0.8744073549222344
2025-11-25,16931.833333333332,18879,14414,406.364,17,0.8968607094302311
2025-11-26,16790.666666666668,18870,14183,402.976,17,0.889807454513337
2025-11-27,17453.75,19641,14843,418.89,17,0.8886385621913344
2025-11-28,17505.25,19474,15010,420.126,17,0.8989036664270309
2025-11-29,17109.875,19077,15477,410.637,17,0.8968849923992241
2025-11-30,17128.375,19277,14905,411.081,17,0.8885394511594128
2025-12-01,18266.791666666668,20802,15348,438.403,17,0.8781267025606513
2025-12-02,18340.833333333332,20003,16239,440.18,17,0.9169041310470095
2025-12-03,18354.791666666668,20415,15732,440.515,17,0.8990835986611152
2025-12-04,18925.75,21406,16115,454.218,17,0.8841329533775577
2025-12-05,18813.583333333332,20729,17071,451.526,17,0.9075972470130412
2025-12-06,17643.083333333332,19481,15643,423.434,17,0.9056559382646339
2025-12-07,17750.75,20147,15335,426.018,17,0.8810616965305008
2025-12-08,19087.208333333332,21364,16401,458.093,17,0.8934285870311427
2025-12-09,19283.291666666668,21394,16914,462.799,17,0.9013411080988439
2025-12-10,18740.583333333332,20526,16247,449.774,17,0.9130168241904576
2025-12-11,19087.166666666668,21115,16523,458.092,17,0.9039624279737943
2025-12-12,18854.0,20559,16954,452.496,17,0.9170679507758159
2025-12-13,18194.875,20329,16068,436.677,17,0.8950206601406857
2025-12-14,18639.0,21148,16499,447.336,17,0.881359939474182
2025-12-15,19582.166666666668,21130,17144,469.972,17,0.9267471209970027
2025-12-16,18943.0,20473,16741,454.632,17,0.9252674253895374
2025-12-17,18305.875,20112,15801,439.341,17,0.9101966487669053
2025-12-18,17704.666666666668,19208,15621,424.912,16,0.9217339997223379
2025-12-19,18175.291666666668,20170,15181,436.207,17,0.9011051892249216
2025-12-20,17873.875,19362,15991,428.973,12,0.9231419791343869
2025-12-21,17622.5,20108,15183,422.94,17,0.8763924806047344
2025-12-22,18295.5,19992,16268,439.092,17,0.915141056422569
2025-12-23,17802.791666666668,19312,15728,427.267,17,0.9218512669152169
2025-12-24,16710.958333333332,18576,14840,401.063,17,0.8995993934826298
2025-12-25,16043.916666666666,18020,14264,385.054,17,0.8903394376618572
2025-12-26,17656.25,19569,15235,423.75,17,0.9022561193724769
2025-12-27,17885.75,19865,15966,429.258,17,0.9003649635036496
2025-12-28,17690.25,19624,15767,424.566,17,0.9014599470036689
2025-12-29,17428.583333333332,19716,14703,418.286,17,0.8839817069047136
2025-12-30,18018.916666666668,20155,15838,432.454,17,0.894017200033077
2025-12-31,17826.375,19558,15807,427.833,17,0.9114620615604867
2026-01-01,17684.291666666668,19910,16155,424.423,17,0.8882115352419221
2026-01-02,18236.666666666668,20268,16133,437.68,17,0.8997763305045722
2026-01-03,18308.083333333332,20512,16395,439.394,17,0.8925547646905876
2026-01-04,18312.541666666668,20708,16452,439.501,17,0.8843220816431654
2026-01-05,18846.75,20931,16175,452.322,17,0.9004228178300129
2026-01-06,18788.0,20894,16225,450.912,17,0.8992055135445582
2026-01-07,18295.0,19978,16041,439.08,17,0.915757333066373
2026-01-08,17324.25,18853,15301,415.782,17,0.9189121094785976
2026-01-09,16877.166666666668,18521,14674,405.052,17,0.9112448931843133
2026-01-10,16910.791666666668,19238,14734,405.859,17,0.8790306511418374
2026-01-11,17051.666666666668,19766,14679,409.24,17,0.8626766501399711
2026-01-12,18162.375,20127,15334,435.897,17,0.9023885825011179
2026-01-13,17735.958333333332,19575,15550,425.663,17,0.9060515112813963
2026-01-14,17884.375,20124,14815,429.225,17,0.8887087557145696
2026-01-15,19561.166666666668,21616,16695,469.468,17,0.9049392425363928
2026-01-16,19412.208333333332,20958,17267,465.893,17,0.9262433597353437
2026-01-17,17735.333333333332,19428,16016,425.648,17,0.912874888477112
2026-01-18,18048.041666666668,20519,15842,433.153,17,0.8795770586610784
2026-01-19,19164.416666666668,21400,16583,459.946,17,0.8955334890965733
2026-01-20,19572.708333333332,21517,17384,469.745,18,0.9096392774705271
2026-01-21,19413.125,21128,17248,465.915,17,0.9188340117379781
2026-01-22,18722.125,20869,16222,449.331,18,0.8971261200824189
2026-01-23,19720.583333333332,22042,17098,473.294,18,0.8946821220094969
2026-01-24,19637.875,21477,18147,471.309,17,0.9143676956744424
2026-01-25,19525.708333333332,21751,17411,468.617,18,0.8976924432593137
2026-01-26,19662.166666666668,21607,17349,471.892,18,0.9099905894694621
2026-01-27,19596.791666666668,21456,17035,470.323,18,0.9133478591846881
2026-01-28,19536.083333333332,21391,17270,468.866,18,0.9132851822417527
2026-01-29,19700.166666666668,21876,17138,472.804,18,0.9005378801730969
2026-01-30,19942.583333333332,21737,17725,478.622,18,0.9174487433101777
2026-01-31,18902.5,20609,17386,453.66,18,0.917196370517735
2026-02-01,18449.916666666668,20552,17111,442.798,18,0.8977187946023096
2026-02-02,19178.666666666668,21220,17008,460.288,18,0.9038014451775056
2026-02-03,19323.916666666668,21158,17008,463.774,18,0.9133149005892177
2026-02-04,19077.625,20659,17319,457.863,18,0.9234534585410716
2026-02-05,19108.208333333332,20702,16997,458.597,18,0.9230126718835538
2026-02-06,19137.708333333332,20290,17148,459.305,9,0.9432088877936585
2026-02-07,19169.208333333332,21353,17343,460.061,18,0.8977290466601101
2026-02-08,19231.791666666668,21522,17739,461.563,18,0.8935875693089242
2026-02-09,19814.083333333332,21601,17742,475.538,18,0.9172762063484715
2026-02-10,18933.708333333332,20549,16994,454.409,18,0.9213931740392881
2026-02-11,18597.541666666668,20355,15921,446.341,18,0.913659624989765
2026-02-12,18573.458333333332,20485,16483,445.763,18,0.906685786347734
2026-02-13,18269.333333333332,19792,16985,438.464,7,0.9230665588790083
2026-02-14,17112.458333333332,18898,15654,410.699,18,0.9055168977316823
2026-02-15,16522.666666666668,18735,15105,396.544,18,0.8819144204252292
2026-02-16,16741.708333333332,18668,15246,401.801,18,0.8968131740589957
2026-02-17,17026.208333333332,18789,14929,408.629,19,0.906179590895382
2026-02-18,18261.166666666668,20223,15118,438.268,17,0.9029899948903065
2026-02-19,17885.666666666668,19577,15944,429.256,18,0.9136061023990738
2026-02-20,17914.416666666668,19581,15562,429.946,17,0.9148877313041555
2026-02-21,17213.625,18987,15302,413.127,17,0.9066005688102385
2026-02-22,17262.666666666668,19202,15521,414.304,18,0.8990035760163873
2026-02-23,18098.791666666668,20421,15608,434.371,19,0.8862833194587272
2026-02-24,18802.041666666668,20825,17018,451.249,18,0.902859143657463
2026-02-25,18493.708333333332,20183,16646,443.849,18,0.9163012601364183
2026-02-26,18361.583333333332,20145,16450,440.678,19,0.9114710019028708
2026-02-27,17501.041666666668,19143,16037,420.025,8,0.9142266973132042
2026-02-28,16296.083333333334,18814,14525,391.106,18,0.8661679245951597
2026-03-01,17428.625,20237,15651,418.287,19,0.8612257251568909
2026-03-02,18431.666666666668,20397,17087,442.36,18,0.9036459610073377
2026-03-03,18284.166666666668,19937,16601,438.82,18,0.917097189480196
2026-03-04,17305.541666666668,18821,15834,415.333,18,0.9194804562279724
2026-03-05,17376.416666666668,19563,15178,417.034,18,0.8882286288742355
2026-03-06,17670.083333333332,19177,15843,424.082,17,0.9214206254019571
2026-03-07,15753.416666666666,16964,14408,378.082,17,0.9286380963609211
2026-03-08,14908.833333333334,16817,13680,357.812,19,0.8865334681175795
2026-03-09,15418.833333333334,17291,13478,370.052,7,0.8917259460605711
2026-03-10,15800.208333333334,17539,13458,379.205,18,0.9008614136115705
2026-03-11,17150.666666666668,18790,13893,411.616,10,0.9127550115309563
2026-03-12,17370.416666666668,19370,14988,416.89,18,0.8967690586818104
2026-03-13,17788.875,19268,15551,426.933,16,0.9232341187461075
2026-03-14,16554.125,17994,15058,397.299,19,0.9199802712015116
2026-03-15,16451.666666666668,17909,14763,394.84,16,0.9186256444618163
2026-03-16,16790.833333333332,18713,13929,402.98,16,0.8972817470920393
2026-03-17,18087.5,20193,15693,434.1,18,0.8957311939781112
2026-03-18,18287.083333333332,19752,16600,438.89,18,0.9258345146483056
